_id,pubchem_cid,pubchem_sid,inchi_key,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
PCHKPVIQAHNQLW-CQSZACIVSA-N,24958200,"103749792, 135265184, 152258260, 160647096, 252166487, 273917893, 315706743, 316907541, 319381933, 335988528, 341189835, 347828142, 350079416, 354329768, 355040638, 374243552, 376033421, 378132143, 381320410, 381830981, 384568775, 384572781, 385649783, 386486222, 404336831, 438509130, 439575597, 440804052, 440810210, 441002961, 441127256, 254759198, 276006093, 363743314, 375586608, 387253643, 402287750, 402288176, 405425623, 99431655",PCHKPVIQAHNQLW-CQSZACIVSA-N,niraparib,Zejula,Treatment of ovarian cancer,C4721610,Ovarian Cancer,04/30/2010,Designated/Approved,,"ZEJULA is indicated for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to first-line platinum-based chemotherapy", 04/29/2020 , 04/29/2027 ,Indicated for the maintenance treatment of adult patients with advanced epithelial ovarian cancer who are in a complete or partial response to first-line platinum-based chemotherapy.,"GlaxoSmithKline, LLC.|1000 Winter St.|Suite 3300|Waltham|Massachusetts|2451|United States"
PCHKPVIQAHNQLW-CQSZACIVSA-N,24958200,"103749792, 135265184, 152258260, 160647096, 252166487, 273917893, 315706743, 316907541, 319381933, 335988528, 341189835, 347828142, 350079416, 354329768, 355040638, 374243552, 376033421, 378132143, 381320410, 381830981, 384568775, 384572781, 385649783, 386486222, 404336831, 438509130, 439575597, 440804052, 440810210, 441002961, 441127256, 254759198, 276006093, 363743314, 375586608, 387253643, 402287750, 402288176, 405425623, 99431655",PCHKPVIQAHNQLW-CQSZACIVSA-N,niraparib,Zejula,Treatment of ovarian cancer,C4721610,Ovarian Cancer,04/30/2010,Designated/Approved,,"Indicated for maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy", 03/27/2017 , 03/27/2024 ,Indicated for maintenance treatment of adult patients with recurrent epithelial ovarian cancer who are in a complete or partial response to platinum-based chemotherapy,"GlaxoSmithKline, LLC.|1000 Winter St.|Suite 3300|Waltham|Massachusetts|2451|United States"
MWUXSHHQAYIFBG-UHFFFAOYSA-N,145068,"3009, 3815, 584758, 584760, 585304, 612541, 823106, 825225, 827786, 827830, 829083, 829196, 831905, 832739, 832741, 832746, 832749, 835684, 835951, 837432, 838043, 838516, 838735, 838738, 838741, 854516, 854518, 6435917, 6436465, 8009073, 8024763, 8025088, 10322712, 10502255, 11532572, 11532575, 11533089, 11538857, 11538865, 14716264, 14716267, 14716363, 14716369, 14716375, 24423725, 24770575, 26705869, 26707385, 26710838, 26719259, 46499904, 46506897, 48414109, 48421644, 53788122, 56310739, 56311104, 56312083, 56313031, 56313908, 57288490, 57288709, 77506068, 81061389, 81061737, 85256784, 85256791, 89449338, 92192291, 99453648, 99453650, 99453654, 99453656, 103770672, 104410496, 115001634, 121270567, 124349685, 124385040, 135653011, 136959423, 136959448, 144187008, 144220345, 152137752, 152138125, 152198992, 160649658, 160655020, 160657503, 160963781, 163726565, 163831348, 163831356, 177899904, 181085635, 181085637, 210024260, 210024520, 210024533, 249814630, 251972809, 252146112, 252300322, 252300324, 252300555, 252824468, 283537736, 312642117, 312811034, 313369172, 315492707, 315669507, 315669509, 315669512, 315669698, 315671871, 318161803, 318591033, 319163641, 329891624, 329891639, 341814076, 348276049, 348397827, 348397833, 348398212, 348398215, 348398218, 348398221, 348398226, 348498840, 349984329, 350101793, 355190794, 364015747, 364015753, 364015758, 364015763, 364015765, 364015781, 364015785, 364015789, 364015793, 364015797, 374364452, 374364458, 374364463, 374364468, 374881949, 374881952, 381170389, 381338239, 382368031, 382368302, 385157622, 387126461, 404847051, 405529307, 438791282, 439662433, 439662440, 439662449, 439785563, 439785568, 49857525, 134989382, 135660023, 176260048, 223759750, 363902269, 419559537, 584936, 822255, 6435750, 8025524, 46504217, 46504223, 46504228, 99453643, 104233937, 121360306, 144223651, 178100228, 249896950, 250231349, 382369553, 385270240",MWUXSHHQAYIFBG-UHFFFAOYSA-N,nitric oxide,,Treatment of pulmonary arterial hypertension,C3203102,PULMONARY ARTERIAL HYPERTENSION,12/28/2011,Designated,Not FDA Approved for Orphan Indication,,,,,Bellerophon Therapeutics|53 Frontage Road|Suite 301|Hampton|New Jersey|8827|United States
MIMNFCVQODTQDP-NDLVEFNKSA-N,118984458,"53788769, 135296278, 319431432, 349979899, 428438211, 160671608, 160693157, 252166481, 404771330",MIMNFCVQODTQDP-NDLVEFNKSA-N,oblimersen,,"Treatment of advanced malignant melanoma (Stages II,III, IV).",C0025202,Malignant Melanoma,07/31/2000,Designated,Not FDA Approved for Orphan Indication,,,,,"Genta, Inc.|200 Connell Drive|Berkeley Heights|New Jersey|7922|United States"
IBXPAFBDJCXCDW-MHFPCNPESA-A,118984457,"53788769, 135296278, 319431432, 349979899, 428438211, 160671608, 160693157, 252166481, 404771330",IBXPAFBDJCXCDW-MHFPCNPESA-A,oblimersen,,"Treatment of advanced malignant melanoma (Stages II,III, IV).",C0025202,Malignant Melanoma,07/31/2000,Designated,Not FDA Approved for Orphan Indication,,,,,"Genta, Inc.|200 Connell Drive|Berkeley Heights|New Jersey|7922|United States"
GDLPAGOVHZLZEK-JBUFHSOLSA-L,158780,"135114357, 160682136, 385758894, 386595557, 404622000, 349977020, 434302045, 438484040",GDLPAGOVHZLZEK-JBUFHSOLSA-L,oglufanide disodium,,Treatment of ovarian cancer,C4721610,Ovarian Cancer,09/24/2001,Designated,Not FDA Approved for Orphan Indication,,,,,Implicit Bioscience Pty Ltd|P. O. Box 2072|Toowong Business Center|Brisbane|Queensland|Australia
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of primary peritoneal cancer,C1514428,Primary Peritoneal Cancer,05/15/2018,Designated/Approved,,"Lynparza is indicated in combination with bevacizumab for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy and whose cancer is associated with homologous recombination deficiency (HRD) positive status defined by either: a deleterious or suspected deleterious BRCA mutation, and/or genomic instability. Select patients for therapy based on an FD", 05/08/2020 , 05/08/2027 ,"LYNPARZA is indicated in combination with bevacizumab for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in complete or partial response to first-line platinumbased chemotherapy and whose cancer is associated with homologous recombination deficiency (HRD) positive status defined by genomic instability.",AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P. O. Box 8355|Wilmington|Delaware|19803|United States
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of Fallopian Tube Cancer,C0238122,Fallopian Tube Cancer,05/15/2018,Designated/Approved,,"Lynparza is indicated in combination with bevacizumab for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy and whose cancer is associated with homologous recombination deficiency (HRD) positive status defined by either: a deleterious or suspected deleterious BRCA mutation, and/or genomic instability. Select patients for therapy based on an FD", 05/08/2020 , 05/08/2027 ,"LYNPARZA is indicated in combination with bevacizumab for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in complete or partial response to first-line platinumbased chemotherapy and whose cancer is associated with homologous recombination deficiency (HRD) positive status defined by genomic instability.",AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P. O. Box 8355|Wilmington|Delaware|19803|United States
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of ovarian cancer,C4721610,Ovarian Cancer,10/16/2013,Designated/Approved,,"Lynparza is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated (gBRCAm or sBRCAm) advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum based chemotherapy. Select patients with gBRCAm advanced epithelial ovarian, fallopian tube or primary peritoneal cancer for therapy based on FDA-approved companion diagnostic for Lynparza.", 12/19/2018 , 12/19/2025 ,Lynparza is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated (gBRCAm or sBRCAm) advanced epithelial ovarian cancer who are in complete or partial response to first-line platinum based chemotherapy.,AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P. O. Box 8355|Wilmington|Delaware|19803|United States
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of Fallopian Tube Cancer,C0238122,Fallopian Tube Cancer,05/15/2018,Designated/Approved,,"Lynparza is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated (gBRCAm or sBRCAm) advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum based chemotherapy. Select patients with gBRCAm advanced epithelial ovarian, fallopian tube or primary peritoneal cancer for therapy based on FDA-approved companion diagnostic for Lynparza.", 12/19/2018 , 12/19/2025 ,Lynparza is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated (gBRCAm or sBRCAm) advanced fallopian tube cancer who are in complete or partial response to first-line platinum based chemotherapy.,AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P. O. Box 8355|Wilmington|Delaware|19803|United States
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,"85197660, 103605183, 126626885, 126644879, 126664211, 126666996, 131407195, 134222742, 134964396, 135261055, 135697767, 135708109, 136377786, 136895641, 152258100, 160646939, 160810829, 162058030, 162172208, 163088771, 187051821, 187072934, 223375126, 223736293, 251971206, 252159146, 252160170, 252215948, 254759126, 254761805, 255385074, 273884861, 275893966, 310278320, 312616324, 316580561, 316900182, 318163909, 319379284, 319436166, 319463087, 319530703, 319552093, 340506476, 340522971, 340548349, 341143310, 346435859, 347735953, 347827823, 349892423, 349988538, 350079491, 350080568, 350095305, 355040777, 371389352, 374073206, 375577677, 375581723, 375757262, 376033298, 376191636, 378130213, 381316845, 382371665, 384570915, 384572353, 385637718, 386244507, 386631899, 387020473, 387088344, 387250273, 402419171, 426257378, 433796082, 438507039, 440806628, 440999262, 441104665, 170559095, 402287500, 99218744, 164231742, 204362527, 221672931, 349485330, 364206739, 419498287",FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of ovarian cancer,C4721610,Ovarian Cancer,10/16/2013,Designated/Approved,,"Maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in a complete or partial response to platinum-based chemotherapy.", 08/17/2017 , 08/17/2024 ,"Maintenance treatment of adult patients with recurrent epithelial ovarian cancer, who are in a complete or partial response to platinum-based chemotherapy.",AstraZeneca Pharmaceuticals LP|1800 Concord Pike|P. O. Box 8355|Wilmington|Delaware|19803|United States
QJAGBAPUFWBVSD-UHFFFAOYSA-N,86278354,"223370445, 319417827, 347828072, 348353633, 440234898",QJAGBAPUFWBVSD-UHFFFAOYSA-N,olaptesed pegol,,Treatment of glioblastoma in conjunction with radiotherapy.,C0017636,Glioblastoma,08/19/2014,Designated,Not FDA Approved for Orphan Indication,,,,,Noxxon Pharma AG|Max-Dohrn0Strasse|Berlin|Germany
YFGBQHOOROIVKG-FKBYEOEOSA-N,443363,"85085816, 103930098",YFGBQHOOROIVKG-FKBYEOEOSA-N,opioid growth factor,,Treatment of liver and intrahepatic bile duct cancer,C0279000,Liver and Intrahepatic Bile Duct Cancer,04/16/2013,Designated,Not FDA Approved for Orphan Indication,,,,,"Primocure Pharma, Inc.|1732 1st Avenue|#23222|New York|New York|10128|United States"
KHPXUQMNIQBQEV-UHFFFAOYSA-N,970,"3338, 118443, 841755, 10518772, 24398024, 50066357, 50091495, 53787483, 56437667, 134973454, 152186760, 162088653, 223774041, 242458027, 249902692, 251881091, 274190627, 312190927, 318692762, 341139563, 348274330, 355192587, 375684379, 385783111, 386619907, 387113839, 410112156, 433776026, 438475972, 3034, 110723077, 348267011, 348267074, 348267231, 348267258",KHPXUQMNIQBQEV-UHFFFAOYSA-N,oxaloacetate,,Treatment of gliomas,C0017638,gliomas,07/24/2012,Designated,Not FDA Approved for Orphan Indication,,,,,Terra Biological LLC|3830 Valley Centre Drive|Suite 705-561|San Diego|California|92130|United States
